OBJECTID,Categoria,Codigo Tramo,Poste de Referencia Inicial,Distancia Inicial,Poste de Referencia Final,Distancia Final,Nombre Ruta,Sector,Administrador,Grupo Administrador Vial,Superficie,Calzada,Ruta,Fuente,GlobalID,nombretramo,created_user,created_date,last_edited_user,last_edited_date,Territorial,revisionestado,Shape__Length
397,1,1001,0,0,119,0,Transversal Tumaco - Leticia,Tumaco - Junín,1,1,1,1,10,IGAC (Contrato 2932/2008),c73a7001-76d3-4010-a5d6-7c1d955cba54,Por Defnir,SIG_INVIAS,6/17/2025 5:01:15 AM,SIG_INVIAS,6/17/2025 5:01:15 AM,17,No Revisado,119332.45030243
398,1,29RSE,0,0,5,0,Troncal del Eje Cafetero,Puente Helicoidal Dos Quebradas  - Santa Rosa,2,,3,1,29,Google Maps,0519b9ec-5b15-4f06-9eb3-f1b63c4ae006,Por Defnir,SIG_INVIAS,6/17/2025 5:01:15 AM,SIG_INVIAS,6/17/2025 5:01:15 AM,21,No Revisado,5822.38975271225
399,2,25VL07,0,0,20,100,Acceso a Armenia,Cartago - Alcalá,1,1,3,1,25,IGAC (Contrato 2932/2008),2fd451c1-3fb8-4810-9fad-70bb466e3b76,Por Defnir,SIG_INVIAS,6/17/2025 5:01:15 AM,SIG_INVIAS,6/17/2025 5:01:15 AM,20,No Revisado,20149.6020035407
400,1,9004,0,0,5,850,Transversal del Caribe,Paso Nacional por Loríca,1,1,3,1,90,IGAC (Contrato 2932/2008),39a6996b-c01b-47d3-9643-9f1ae265ce42,Por Defnir,SIG_INVIAS,6/17/2025 5:01:15 AM,SIG_INVIAS,6/17/2025 5:01:15 AM,11,No Revisado,5762.02172138052
401,Por Definir,9004,35,0,43,580,Transversal del Caribe,Coveñas  - San Onofre,2,,3,3,90,IGAC (Contrato 2932/2008),98c70a49-84cb-4414-af56-b5195147a2dc,Por Defnir,SIG_INVIAS,6/17/2025 5:01:15 AM,SIG_INVIAS,6/17/2025 5:01:15 AM,0,No Revisado,8549.3981224989
402,3,5001,60,0,82,0,Transversal Tribuga - Arauca,Río Pató (El Afirmado),1,2,3,1,50,Google Maps,008c196a-65ee-4459-aef4-f2db608a4744,Por Defnir,SIG_INVIAS,6/17/2025 5:01:15 AM,SIG_INVIAS,6/17/2025 5:01:15 AM,10,No Revisado,22445.6012239714
404,1,2103,48,222,49,1360,Alternas a la Transversal del Caribe,Paso Nacional por Loríca,1,1,3,2,21,IGAC (Contrato 2130/2014),bbc30513-b3c1-4e0c-a087-00174518a810,Por Defnir,SIG_INVIAS,6/17/2025 5:01:15 AM,SIG_INVIAS,6/17/2025 5:01:15 AM,11,No Revisado,2178.2866665711
405,1,45HLB,0,0,3,300,Troncal del Magdalena,Variante de Garzón,2,,3,2,45,IGAC (Contrato 2932/2008),3fd96c5b-7718-406d-89e4-af3830f93b43,Por Defnir,SIG_INVIAS,6/17/2025 5:01:15 AM,SIG_INVIAS,6/17/2025 5:01:15 AM,14,No Revisado,5249.04319705419
406,1,2509,54,0,64,0,Troncal de Occidente,Primavera  - Ancón Sur ,2,,3,1,25,IGAC (Contrato 2932/2008),45e55387-c141-4901-b524-340a8fff4170,Por Defnir,SIG_INVIAS,6/17/2025 5:01:15 AM,SIG_INVIAS,6/17/2025 5:01:15 AM,1,No Revisado,20293.8089545382
407,1,2509,64,0,72,84,Troncal de Occidente,Ancón Sur - Medellín,1,1,3,2,25,IGAC (Contrato 2932/2008),291c70ed-35af-4f85-99b2-2b39ef9398b5,Por Defnir,SIG_INVIAS,6/17/2025 5:01:15 AM,SIG_INVIAS,6/17/2025 5:01:15 AM,1,No Revisado,15789.9540739069
408,1,2508,0,0,60,1000,Troncal de Occidente,Cauyá - La Felisa,1,1,3,2,25,Google Maps (DC Criterio Técnico),3d5c0eb5-b9ab-4d83-8279-aae6ed2671a2,Por Defnir,SIG_INVIAS,6/17/2025 5:01:15 AM,SIG_INVIAS,6/17/2025 5:01:15 AM,5,No Revisado,61081.6668307951
409,1,6202,0,0,11,0,Troncal de Uraba,Chigorodó - El Tigre,2,,3,1,62,IGAC (Contrato 2932/2008),9f1fdfc7-adda-4962-99a7-aa0f9002f161,Por Defnir,SIG_INVIAS,6/17/2025 5:01:15 AM,SIG_INVIAS,6/17/2025 5:01:15 AM,1,No Revisado,11274.1828644562
410,1,6202,11,0,112,862,Troncal de Uraba,El Tigre - Dabeiba,2,,3,2,62,IGAC (Contrato 2932/2008),2591b0ab-fbb3-4b65-b64f-54486e9cc74b,Por Defnir,SIG_INVIAS,6/17/2025 5:01:15 AM,SIG_INVIAS,6/17/2025 5:01:15 AM,1,No Revisado,101377.722646871
411,2,37CCB,0,0,1,0,Circuitos Ecoturisticos Huila - Cauca,Variante Pajarito,1,5,3,1,37,IGAC (Contrato 2932/2008),00ae6198-6769-4c55-82b1-7055e5971232,Por Defnir,SIG_INVIAS,6/17/2025 5:01:15 AM,SIG_INVIAS,6/17/2025 5:01:15 AM,8,No Revisado,1040.89281098043
412,1,21CRA,0,0,6,780,Acceso a Monteria,Variante Oriental de Montería (1),5,,3,2,21,WFS ANI,8966bdbb-4316-4be0-a812-349f9255d6f4,Por Defnir,SIG_INVIAS,6/17/2025 5:01:15 AM,SIG_INVIAS,6/17/2025 5:01:15 AM,11,No Revisado,13476.6331242935
413,4,45CSJ,0,0,1,140,Troncal del Magdalena,Variante al poblado de Besotes,2,2,3,1,45,IGAC (Contrato 2932/2008),c9ab616a-2a03-4197-8ca6-a3809b78f166,Por Defnir,SIG_INVIAS,6/17/2025 5:01:15 AM,SIG_INVIAS,6/17/2025 5:01:15 AM,26,No Revisado,2234.86173951619
414,1,4001,0,0,15,0,Transversal Buenaventura - Villavicencio - Puerto Carreño,Buenaventura - Intersección Citronela,2,,3,2,40,IGAC (Contrato 2932/2008),4c93a6af-a4f5-4bc0-8c99-369976a1bd59,Por Defnir,SIG_INVIAS,6/17/2025 5:01:15 AM,SIG_INVIAS,6/17/2025 5:01:15 AM,25,No Revisado,25184.9563178425
415,1,25VLG,0,0,2,800,Alternas a la Troncal de Occidente,Variante de Bugalagrande     ,3,,3,2,25,Google Maps,1fe663b4-436e-4111-a5f3-4aeaae5aac9d,Por Defnir,SIG_INVIAS,6/17/2025 5:01:15 AM,SIG_INVIAS,6/17/2025 5:01:15 AM,25,No Revisado,3767.49471469671
416,1,2507,0,0,0,300,Troncal de Occidente,Cerritos ,1,2,3,2,25,IGAC (Contrato 2932/2008),c8d72832-bc74-4d46-8f07-39ad537abe80,Por Defnir,SIG_INVIAS,6/17/2025 5:01:15 AM,SIG_INVIAS,6/17/2025 5:01:15 AM,21,No Revisado,940.200873276285
417,1,2507,0,300,10,545,Troncal de Occidente,Cerritos - La Virginia,6,8,3,1,25,IGAC (Contrato 2932/2008),ec387a88-cbb9-41e3-abeb-ff287ed40a4e,Por Defnir,SIG_INVIAS,6/17/2025 5:01:15 AM,SIG_INVIAS,6/17/2025 5:01:15 AM,21,No Revisado,10226.3171923435
418,1,6602,60,0,72,690,Transversal Tribuga - Arauca,Lebrija - Palenque,6,8,3,2,66,IGAC (Contrato 2932/2008),bf816901-e075-4eca-b1f6-5fa58d88a049,Por Defnir,SIG_INVIAS,6/17/2025 5:01:15 AM,SIG_INVIAS,6/17/2025 5:01:15 AM,22,No Revisado,25759.4908262899
419,1,29RS02,0,0,3,570,Troncal del Eje Cafetero,Variante de Santa Rosa de Cabal,2,,3,1,29,IGAC (Contrato 2932/2008),28f0d274-6f32-474c-b8ac-0a1f83e83a4b,Por Defnir,SIG_INVIAS,6/17/2025 5:01:15 AM,SIG_INVIAS,6/17/2025 5:01:15 AM,21,No Revisado,7318.90345942407
420,1,2902,5,800,20,500,Troncal del Eje Cafetero,La Romelia - Río Campo Alegre,2,,3,2,29,IGAC (Contrato 2932/2008),847a86d2-3dcb-418b-90b1-731339a82ff1,Por Defnir,SIG_INVIAS,6/17/2025 5:01:15 AM,SIG_INVIAS,6/17/2025 5:01:15 AM,21,No Revisado,20812.548856028
421,1,29CL03,0,0,8,710,Troncal del Eje Cafetero,Chinchiná - La Manuela,2,,3,2,29,IGAC (Contrato 2932/2008),07f044da-82b3-49bc-87df-36ccaacc8072,Por Defnir,SIG_INVIAS,6/17/2025 5:01:15 AM,SIG_INVIAS,6/17/2025 5:01:15 AM,5,No Revisado,12719.8272970855
422,1,2901,0,0,18,300,Troncal del Eje Cafetero,Armenia-Pereira,2,,3,2,29,IGAC (Contrato 2932/2008),f0f0ebb8-25ec-4a54-b2be-4a1d71a1d217,Por Defnir,SIG_INVIAS,6/17/2025 5:01:15 AM,SIG_INVIAS,6/17/2025 5:01:15 AM,20,No Revisado,37579.3864963702
423,1,2506,42,550,79,578,Troncal de Occidente,La Victoria - Cartago,6,8,3,2,25,WFS ANI,7c5547d0-cee5-44a4-ad1e-ca3ca9c1c11a,Por Defnir,SIG_INVIAS,6/17/2025 5:01:15 AM,SIG_INVIAS,6/17/2025 5:01:15 AM,25,No Revisado,76892.4768889511
424,1,90A01,0,0,47,82,Transversal del Caribe,Cartagena - Lomita Arena,2,,3,2,90,IGAC (Contrato 2932/2008),c55c38e6-aebd-453b-a621-f733611f5500,Por Defnir,SIG_INVIAS,6/17/2025 5:01:15 AM,SIG_INVIAS,6/17/2025 5:01:15 AM,3,No Revisado,58676.6803579322
425,1,56AN02,0,0,21,300,Circuito Medellin - Valle de Rionegro,Don Diego - Rionegro - Marinilla,2,,3,2,56,IGAC (Contrato 2932/2008),760823d6-cfb5-482d-8ce4-c8e44852a586,Por Defnir,SIG_INVIAS,6/17/2025 5:01:15 AM,SIG_INVIAS,6/17/2025 5:01:15 AM,1,No Revisado,16360.5854345638
426,1,2103,6,942,10,764,Alternas a la Transversal del Caribe,Paso Nacional por Cereté,1,1,3,2,21,IGAC (Contrato 2130/2014),237d77d2-77c0-4513-bb5e-ef5162398f3d,Por Defnir,SIG_INVIAS,6/17/2025 5:01:15 AM,SIG_INVIAS,6/17/2025 5:01:15 AM,11,No Revisado,4276.80146654885
427,1,29RSD,0,0,13,200,Troncal del Eje Cafetero,Variante Condina,2,,3,2,29,Google Maps,cf99269c-4845-406c-8599-b9d284592466,Por Defnir,SIG_INVIAS,6/17/2025 5:01:15 AM,SIG_INVIAS,6/17/2025 5:01:15 AM,21,No Revisado,13044.9985591199
428,1,2901,18,300,36,700,Troncal del Eje Cafetero,Armenia-Pereira,2,,3,2,29,IGAC (Contrato 2932/2008),71b738c4-0cff-467d-b0d5-8fae2d8432bb,Por Defnir,SIG_INVIAS,6/17/2025 5:01:15 AM,SIG_INVIAS,6/17/2025 5:01:15 AM,21,No Revisado,28259.1489023811
429,1,29RSA,0,0,1,0,Troncal del Eje Cafetero,Solución Vial Pereira - Dosquebradas,1,2,3,2,29,IGAC (Contrato 2932/2008),2a247677-b434-457b-85dc-4b551d66aa21,Por Defnir,SIG_INVIAS,6/17/2025 5:01:15 AM,SIG_INVIAS,6/17/2025 5:01:15 AM,21,No Revisado,4121.7578298201
430,1,2903,29,300,55,348,Troncal del Eje Cafetero,La Estrella - La Felisa,2,,3,2,29,IGAC (Contrato 2130/2014),6d174e0e-af82-4b1a-baba-f095ddee77e0,Por Defnir,SIG_INVIAS,6/17/2025 5:01:15 AM,SIG_INVIAS,6/17/2025 5:01:15 AM,5,No Revisado,26158.9659918233
431,1,5005,0,0,7,150,Troncal del Eje Cafetero,Tres Puertas -La Manuela ,2,,3,2,50,IGAC (Contrato 2130/2014),d1bddc18-49b7-440a-b1cd-f8bce69e2d3a,Por Defnir,SIG_INVIAS,6/17/2025 5:01:15 AM,SIG_INVIAS,6/17/2025 5:01:15 AM,5,No Revisado,7277.22525086497
432,4,25NRE,0,0,5,888.88,Troncal de Occidente,Par vial alto de daza,1,4,3,1,25,Google Maps,d5d55e9a-7efe-48d6-b1aa-0ff41867fe54,Por Defnir,SIG_INVIAS,6/17/2025 5:01:15 AM,SIG_INVIAS,6/17/2025 5:01:15 AM,17,No Revisado,5891.44259868315
433,1,56AN02,0,0,21,300,Circuito Medellin - Valle de Rionegro,Don Diego - Rionegro - Marinilla,2,,3,2,56,IGAC (Contrato 2932/2008),f3f0834f-07bb-478c-a4a8-607485a2028b,Por Defnir,SIG_INVIAS,6/17/2025 5:01:15 AM,SIG_INVIAS,6/17/2025 5:01:15 AM,1,No Revisado,413.256785721049
434,1,56AN02,0,0,21,300,Circuito Medellin - Valle de Rionegro,Don Diego - Rionegro - Marinilla,2,,3,2,56,IGAC (Contrato 2932/2008),a776670e-539b-46ef-a41b-46bf1a0e062d,Por Defnir,SIG_INVIAS,6/17/2025 5:01:15 AM,SIG_INVIAS,6/17/2025 5:01:15 AM,1,No Revisado,17.5068414743274
435,1,56AN02,0,0,21,300,Circuito Medellin - Valle de Rionegro,Don Diego - Rionegro - Marinilla,2,,3,2,56,IGAC (Contrato 2932/2008),b23bccb6-4215-4506-82f1-c95765d50206,Por Defnir,SIG_INVIAS,6/17/2025 5:01:15 AM,SIG_INVIAS,6/17/2025 5:01:15 AM,1,No Revisado,29.6562060434814
436,1,56AN02,0,0,21,300,Circuito Medellin - Valle de Rionegro,Don Diego - Rionegro - Marinilla,2,,3,2,56,IGAC (Contrato 2932/2008),f76897bc-fffc-438a-bcd4-6b12ec06e93a,Por Defnir,SIG_INVIAS,6/17/2025 5:01:15 AM,SIG_INVIAS,6/17/2025 5:01:15 AM,1,No Revisado,398.36959842008
437,1,56AN02,0,0,21,300,Circuito Medellin - Valle de Rionegro,Don Diego - Rionegro - Marinilla,2,,3,2,56,IGAC (Contrato 2932/2008),576a695b-b86f-47e9-8a94-1b0dc47f23ff,Por Defnir,SIG_INVIAS,6/17/2025 5:01:15 AM,SIG_INVIAS,6/17/2025 5:01:15 AM,1,No Revisado,65.1947109127565
438,1,2103,0,0,6,942,Alternas a la Transversal del Caribe,Montería - Cereté,1,,3,2,21,IGAC (Contrato 2932/2008),64ffc554-0b15-4536-9e08-413d644be5ac,Por Defnir,SIG_INVIAS,6/17/2025 5:01:15 AM,SIG_INVIAS,6/17/2025 5:01:15 AM,11,No Revisado,15750.7597863287
439,1,0301,0,0,17,500,Circunvalares de San Andres y Providencia,Circunvalación de la Isla de Providencia,1,1,3,1,03,IGAC (Contrato 2932/2008),f1a6ff65-beaa-49e4-bd77-07378086548e,Por Defnir,SIG_INVIAS,6/17/2025 5:01:15 AM,SIG_INVIAS,6/17/2025 5:01:15 AM,27,No Revisado,17661.9483475724
440,1,3701,77,0,87,750,Transversal Huila - Cauca,Puerto Valencia - Guadualejo,1,3,3,2,37,IGAC (Contrato 2932/2008),2db0859a-3e0a-4e4f-95fb-db787c0664a3,Por Defnir,SIG_INVIAS,6/17/2025 5:01:15 AM,SIG_INVIAS,6/17/2025 5:01:15 AM,8,No Revisado,276.462203443663
441,1,40QN05,0,0,7,200,Conexión Troncal del eje Cafetero - Transversal Buenaventura - Puerto Carreño,Calarcá - La Cabaña,1,1,3,1,40,IGAC (Contrato 2130/2014),d1584e89-006f-4634-aa12-cc3fe1487523,Por Defnir,SIG_INVIAS,6/17/2025 5:01:15 AM,SIG_INVIAS,6/17/2025 5:01:15 AM,20,No Revisado,8449.61470414195
442,2,9003,28,0,49,0,Transversal del Caribe,San Bernardo del Viento - Lorica,1,1,3,1,90,IGAC (Contrato 2932/2008),757a0295-5946-4da2-9ed6-92876bc2618e,Por Defnir,SIG_INVIAS,6/17/2025 5:01:15 AM,SIG_INVIAS,6/17/2025 5:01:15 AM,11,No Revisado,20780.5388556289
443,2,50RS01,30,290,30,630,Conexión Troncal de Occidente - Transversal Las Animas - Bogotá,Apía - La Virginia  (sector intersección glorieta Variante La Virginia),2,,3,2,50,IGAC (Contrato 2130/2014),1432cca2-dc13-4aab-bd0e-fa1818a52954,Por Defnir,SIG_INVIAS,6/17/2025 5:01:15 AM,SIG_INVIAS,6/17/2025 5:01:15 AM,21,No Revisado,337.94913727193
444,2,50RS01,30,630,32,443,Conexión Troncal de Occidente - Transversal Las Animas - Bogotá,Apía - La Virginia,1,2,3,2,50,IGAC (Contrato 2130/2014),99938d15-a36d-4174-b746-130410661cc7,Por Defnir,SIG_INVIAS,6/17/2025 5:01:15 AM,SIG_INVIAS,6/17/2025 5:01:15 AM,21,No Revisado,2764.39489156735
445,1,0501,0,0,10,400,Conexión Transversal Tumaco - Leticia y Ecuador,La Espriella  - Río Mataje,1,1,1,1,05,IGAC (Contrato 2932/2008),0484d7ee-f217-40d3-8477-76fed82080f0,Por Defnir,SIG_INVIAS,6/17/2025 5:01:15 AM,SIG_INVIAS,6/17/2025 5:01:15 AM,17,No Revisado,18844.4253518017
446,1,43HL02,10,560,20,54,Alternas a la Troncal del Magdalena,Casa Blanca-Neiva,2,,1,1,43,Por Defnir,8c206d7a-2a71-47b9-a6cd-21872cec30ec,Por Defnir,SIG_INVIAS,6/17/2025 5:01:15 AM,SIG_INVIAS,6/17/2025 5:01:15 AM,14,No Revisado,8967.37873616225
447,1,45HL06,0,0,4,633,Alternas a la Troncal del Magdalena,El Pozo- El Juncal,2,,1,1,45,Por Defnir,66261d0d-1825-48df-8bc0-1da39edb8c3c,Por Defnir,SIG_INVIAS,6/17/2025 5:01:15 AM,SIG_INVIAS,6/17/2025 5:01:15 AM,14,No Revisado,4901.28133484595
448,1,5501,25,964,59,0,Troncal Central del Norte,Tocancipá - Chocontá,2,,3,2,55,IGAC (Contrato 2932/2008),57c4993a-e211-4e47-90af-4d1ec15a4a9f,Por Defnir,SIG_INVIAS,6/17/2025 5:01:15 AM,SIG_INVIAS,6/17/2025 5:01:15 AM,12,No Revisado,66485.1789418761
449,1,5501,0,0,21,1118,Troncal Central del Norte,Bogotá - Tocancipá,2,,3,2,55,IGAC (Contrato 2932/2008),f476c2a1-cda0-4ea4-9488-c987c8b0d072,Por Defnir,SIG_INVIAS,6/17/2025 5:01:15 AM,SIG_INVIAS,6/17/2025 5:01:15 AM,12,No Revisado,38368.0263351024
450,1,5501,21,1118,25,964,Troncal Central del Norte,Paso Nacional Por Tocancipá,1,1,3,2,55,IGAC (Contrato 2932/2008),e4c5e5c8-c417-4f9c-9c61-11ec5dbbf14f,Por Defnir,SIG_INVIAS,6/17/2025 5:01:15 AM,SIG_INVIAS,6/17/2025 5:01:15 AM,12,No Revisado,4350.72674563432
451,1,4510,38,13,38,309,Troncal del Magdalena,Puente Puerto Salgar - Caño Alegre,2,,3,1,45,IGAC (Contrato 2130/2014),22b00b4d-59e5-4d8b-a4f3-49fdd720d613,Por Defnir,SIG_INVIAS,6/17/2025 5:01:15 AM,SIG_INVIAS,6/17/2025 5:01:15 AM,28,No Revisado,292.784623705657
452,1,55BYA,0,0,16,300,Troncal Central del Norte,Variante de Tunja,2,,3,1,55,IGAC (Contrato 2932/2008),6afa6768-ff5a-4362-b401-894467b88900,Por Defnir,SIG_INVIAS,6/17/2025 5:01:15 AM,SIG_INVIAS,6/17/2025 5:01:15 AM,4,No Revisado,35548.1191346699
454,1,5008A,63,950,73,72,Transversal Las Animas - Bogotá,Madrid - Bogotá (Rio Bogotá),1,,3,2,50,IGAC (Contrato 2932/2008),bc27f483-708d-4057-890e-9eea1dc30bcb,Por Defnir,SIG_INVIAS,6/17/2025 5:01:15 AM,SIG_INVIAS,6/17/2025 5:01:15 AM,12,No Revisado,17923.5985744513
455,1,55CND,0,0,2,106,Troncal Central del Norte,Variante Briceño,2,,3,2,55,IGAC (Contrato 2932/2008),1f5ea99d-6ce9-4330-ac25-58ae21975407,Por Defnir,SIG_INVIAS,6/17/2025 5:01:15 AM,SIG_INVIAS,6/17/2025 5:01:15 AM,12,No Revisado,4812.50173894277
456,1,55CNC,0,0,5,0,Troncal Central del Norte,Variante de Tocancipá,2,,3,1,55,Google Maps,f66c78a4-c1b8-4a79-b47a-9b07dcbdbdfb,Por Defnir,SIG_INVIAS,6/17/2025 5:01:15 AM,SIG_INVIAS,6/17/2025 5:01:15 AM,12,No Revisado,10209.3273543798
457,1,50CNG,0,0,6,500,Transversal Las Animas - Bogotá,Variante de Madrid,1,,3,2,50,IGAC (Contrato 2932/2008),deb463d6-43f7-40ce-97af-71cc26f966d3,Por Defnir,SIG_INVIAS,6/17/2025 5:01:15 AM,SIG_INVIAS,6/17/2025 5:01:15 AM,12,No Revisado,13449.4270211783
458,1,0101,0,0,28,0,Circunvalares de San Andres y Providencia,Circunvalación de la Isla de San Andrés,1,1,3,1,01,IGAC (Contrato 2932/2008),1afede28-51d5-45a2-9499-a511b033eb59,Por Defnir,SIG_INVIAS,6/17/2025 5:01:15 AM,SIG_INVIAS,6/17/2025 5:01:15 AM,27,No Revisado,28062.3338468463
459,1,4001,15,0,19,800,Transversal Buenaventura - Villavicencio - Puerto Carreño,Intersección Citronela - Córdoba,2,,3,2,40,IGAC (Contrato 2932/2008),a45d64b7-9e38-4c7e-8e66-711db3c238e2,Por Defnir,SIG_INVIAS,6/17/2025 5:01:15 AM,SIG_INVIAS,6/17/2025 5:01:15 AM,25,No Revisado,6072.34112704918
460,1,5008,64,0,145,0,Transversal Medellin - Bogotá,Villeta - Bogotá,2,,3,2,50,IGAC (Contrato 2932/2008),373d274e-61a2-4f12-82ed-46dbca8ab0a2,Por Defnir,SIG_INVIAS,6/17/2025 5:01:15 AM,SIG_INVIAS,6/17/2025 5:01:15 AM,12,No Revisado,167668.309118329
461,2,50RS01,30,290,30,630,Conexión Troncal de Occidente - Transversal Las Animas - Bogotá,Apía - La Virginia  (sector intersección glorieta Variante La Virginia),2,, ,2,50,IGAC (Contrato 2130/2014),33b359ec-8452-432f-9b31-83f48b6c5813,Por Defnir,SIG_INVIAS,6/17/2025 5:01:15 AM,SIG_INVIAS,6/17/2025 5:01:15 AM,21,No Revisado,532.594383530191
462,1,45ACNA,0,0,6,625,Troncal Central,Variante Cajicá,2,,3,1,45,Google Maps,6e4c5ca1-3d40-4fde-a4eb-432997859c1d,Por Defnir,SIG_INVIAS,6/17/2025 5:01:15 AM,SIG_INVIAS,6/17/2025 5:01:15 AM,12,No Revisado,12292.391373062
463,1,45A04,16,100,25,200,Troncal Central,Cajicá - Zipaquirá,2,,3,2,45,IGAC (Contrato 2932/2008),d9459d2b-862b-4f6c-99b0-3f65a447d1df,Por Defnir,SIG_INVIAS,6/17/2025 5:01:15 AM,SIG_INVIAS,6/17/2025 5:01:15 AM,12,No Revisado,18691.0758122503
464,4,45A04,28,200,67,1134,Troncal Central,Zipaquirá - Ubaté,1,4,3,1,45,IGAC (Contrato 2932/2008),47b34e25-cba4-4a36-9567-a7af35b10078,Por Defnir,SIG_INVIAS,6/17/2025 5:01:15 AM,SIG_INVIAS,6/17/2025 5:01:15 AM,12,No Revisado,47764.9601025517
465,1,55CN03,0,0,6,194,Conexión Troncal Central del Norte - Troncal Villagarzon - Saravena,Cruce Ruta 55 (Desviación del Sisga) - Cruce Ruta 56,2,,3,1,55,IGAC (Contrato 2932/2008),244d3ae9-e9b5-4cd0-b8f4-2707e8811433,Por Defnir,SIG_INVIAS,6/17/2025 5:01:15 AM,SIG_INVIAS,6/17/2025 5:01:15 AM,12,No Revisado,6811.38132496501
466,Por Definir,5501,59,0,108,96,Troncal Central del Norte,Chocontá - Tunja,1,,3,3,55,WFS ANI,b5acb2d9-e193-400e-8ab2-2aaf8070bc94,Por Defnir,SIG_INVIAS,6/17/2025 5:01:15 AM,SIG_INVIAS,6/17/2025 5:01:15 AM,0,No Revisado,67125.0593546835
467,1,5501,108,96,120,0,Troncal Central del Norte,Chocontá - Tunja,1,,3,2,55,WFS ANI,1c3d52fe-9046-4f66-888f-ecff9a25e02f,Por Defnir,SIG_INVIAS,6/17/2025 5:01:15 AM,SIG_INVIAS,6/17/2025 5:01:15 AM,4,No Revisado,17688.5866406824
468,1,40TLF,0,0,17,0,Alternas a la Transversal Buenaventura - Villavicencio - Puerto Carreño,Variante Picaleña,2,,3,1,40,Google Maps,77528662-6105-47f1-a531-d0aa08042325,Por Defnir,SIG_INVIAS,6/17/2025 5:01:15 AM,SIG_INVIAS,6/17/2025 5:01:15 AM,24,No Revisado,33203.9159388507
469,1,40TLC,0,0,24,850,Transversal Buenaventura - Villavicencio - Puerto Carreño,Variante de Ibague,2,,3,2,40,Google Maps,0fbe4fe5-e999-4725-9299-2cc4cdcef8e6,Por Defnir,SIG_INVIAS,6/17/2025 5:01:15 AM,SIG_INVIAS,6/17/2025 5:01:15 AM,24,No Revisado,32039.1632351618
470,4,45CSF,0,0,3,92,Troncal del Magdalena,Variante al Poblado de San Martin,2,2,3,1,45,IGAC (Contrato 2932/2008),e8f0b07b-fec6-4382-b249-217a36990c13,Por Defnir,SIG_INVIAS,6/17/2025 5:01:15 AM,SIG_INVIAS,6/17/2025 5:01:15 AM,26,No Revisado,6901.44752557025
471,4,45CSH,0,0,1,238,Troncal del Magdalena,Variante al poblado del Juncal,2,2,3,1,45,IGAC (Contrato 2932/2008),273b6733-2c60-4741-a5aa-4d7893e8a349,Por Defnir,SIG_INVIAS,6/17/2025 5:01:15 AM,SIG_INVIAS,6/17/2025 5:01:15 AM,26,No Revisado,2364.47978313835
472,1,90A01,47,82,47,138,Transversal del Caribe,Lomita Arena - Barranquilla (Puente Cienega del Totumo),1,1, ,2,90,IGAC (Contrato 2932/2008),7598bb88-020e-4e13-b451-f86f10a3c420,Por Defnir,SIG_INVIAS,6/17/2025 5:01:15 AM,SIG_INVIAS,6/17/2025 5:01:15 AM,2,No Revisado,55.9863536296645
473,1,40TLG,0,0,7,0,Alternas a la Troncal del Magdalena,Variante Norte de Ibague,2,,3,2,40,Google Maps,7ea0785c-2113-42d6-a324-9d79535d7e06,Por Defnir,SIG_INVIAS,6/17/2025 5:01:15 AM,SIG_INVIAS,6/17/2025 5:01:15 AM,24,No Revisado,14564.8501968647
474,1,40TLD,0,0,6,300,Transversal Buenaventura - Villavicencio - Puerto Carreño,Variante Gualanday,2,,3,1,40,Google Maps,0e4e741d-228f-464e-a39f-940d44288830,Por Defnir,SIG_INVIAS,6/17/2025 5:01:15 AM,SIG_INVIAS,6/17/2025 5:01:15 AM,24,No Revisado,7291.37629018134
475,1,4305,0,0,105,193,Alternas a la Troncal del Magdalena,Ibagué - Mariquita,2,,3,2,43,IGAC (Contrato 2130/2014),39e4fdfc-e270-4c5b-831f-66a95421c314,Por Defnir,SIG_INVIAS,6/17/2025 5:01:15 AM,SIG_INVIAS,6/17/2025 5:01:15 AM,24,No Revisado,105584.394888443
476,1,45TLG,0,0,9,474,Transversal Buenaventura - Villavicencio - Puerto Carreño,Variante de Girardot (Intersección San Rafael - El Paso),2,,3,2,45,Google Maps,4508ea3d-5d4f-4b62-a03a-703a4e58aaea,Por Defnir,SIG_INVIAS,6/17/2025 5:01:15 AM,SIG_INVIAS,6/17/2025 5:01:15 AM,12,No Revisado,19676.3886501786
477,1,2515,0,0,25,0,Troncal de Occidente,Sincelejo - Puerta de Hierro,1,,3,1,25,IGAC (Contrato 2932/2008),0d7d53da-3d79-45fc-a79c-6cb75869eb45,Por Defnir,SIG_INVIAS,6/17/2025 5:01:15 AM,SIG_INVIAS,6/17/2025 5:01:15 AM,23,No Revisado,33937.591066767
478,1,56AN02,0,0,21,300,Circuito Medellin - Valle de Rionegro,Don Diego - Rionegro - Marinilla,2,,3,2,56,IGAC (Contrato 2932/2008),da083e5e-1425-4f39-8481-d48033885337,Por Defnir,SIG_INVIAS,6/17/2025 5:01:15 AM,SIG_INVIAS,6/17/2025 5:01:15 AM,1,No Revisado,5774.69744438709
